Application Date,Planned Completion Date,Facility Name,Facility Owner,Operation Type,Permit Number,Project Type,School Address,School Level,School Name,School Website,Status,URL,Description,Planned Start Date
12/14/20,1/30/21,FORREST ES,,Renovation,AN20-001169,Non Friable Removal,,Elementary,Edwin Forrest School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82868298&permit_ID=7891683,"FORREST ES - REM 675 SF OF VAT IN MODULAR CLASSROOM 001, REM 2 LF ACPI, CAP 1 LF ACPI, CAP <1 LF ACPFI IN MUSCI ROOM B1 STROAGE ROOM, REM 9 SF OF VAT IN AUDITORIUM HALLWAY LEFT SIDE, 20 SF OF VAT IN MAIN BUILDING KITCHEN, 1 SF OF VAT IN 2ND FLOOR TEACHERS LOUNGE, 5 SF OF VAT IN TORAGE ROOM OFF TEACHER LOUNGE & 250 SF OF VAT IN AUDITORIUM.",12/16/20
12/14/20,1/29/21,Cook -Wissahickon Elementary School,,Renovation,AN20-001168,Non Friable Removal,,Elementary/Middle,Cook-Wissahickon School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81709381&permit_ID=7891416,Removal of Floor tile in front of uni-vent,12/15/20
12/15/16,12/16/16,ETHAN ALLEN ES,,Emergency Renovation,AN16-001758,Minor Removal Project,,Elementary/Middle,Ethan Allen School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76754463&permit_ID=3425516,ETHAN ALLEN ES - REM 10 LF ACPI IN ROOM 2.,12/15/16
12/15/21,1/17/22,U SCHOOL @ FERGUSON,,Renovation,AN21-001336,Small Removal Project,,High,The U School,,Approved-ASB,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84565800&permit_ID=9503834,U SCHOOL @ FERGUSON - REM 3 SF OF ROPE & 3 SF OF PACKING ON BOILERS #1 AND #2.,12/16/21
12/15/21,12/23/21,DAY ES,,Renovation,AN21-001335,Non Friable Removal,,Elementary/Middle,Anna B. Day School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84565781&permit_ID=9503820,DAY ES - REM 2 SF OF VAT IN TEACHERS ROOM 106 & 2 SF OF VAT IN TEACHERS LOUNGE 203.,12/16/21
12/15/21,1/3/22,FURNESS HS,,Renovation,AN21-001334,Non Friable Removal,,High,Furness High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84565747&permit_ID=9503801,FURNESS HS - REM 50 SF OF VAT IN BILINGUAL COUNSELOR OFFICE 115.,12/16/21
12/16/16,6/30/17,FRANKLIN LEARNING CENTER,,Renovation,AN16-001763,Major Removal Project,,High,Franklin Learning Center,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76755941&permit_ID=3426316,"FRANKLIN LEARNING CENTER - REM 725 SF OF VAT IN ROOM 400 COMPUTER CLOSET, 37 LF ACPI IN CLASSROOM 301, 50 SF OF VAT IN OFFICE 312A, 7 LF ACPI IN IMC 221, 14 LF ACPI IN CLASSROOM 100, ""16 LF ACPI & 1 LF ACPFI"" IN IT MDF ROOM 106, ""14"" LF ACPI IN MUSIC CLASSROOM 133, 4 LF ACPI IN GIRLS LOCKER ROOM AND LAUNDRY AREA, ""21"" LF ACPI IN KITCHEN - ABOVE 2 SMALL FREEZERS, 350 SF of VAT in Vice Principal Office, REM 588 SF OF VAT IN ROOMS 106 / 107B, ""REM 10 lf ACPI in basement staff locker room, CAP <1 lf",12/19/16
12/16/19,12/17/19,DICK ES,,Emergency Renovation,AN19-001272,Minor Removal Project,,Elementary/Middle,William Dick School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81206200&permit_ID=6725983,DICK ES - REM 24 LF ACPI & CAP 2 LF ACPFI IN CLASSROOM 112.,12/16/19
12/17/19,12/31/19,George Nebinger Elementary,,Renovation,AN19-001275,Major Removal Project,,Elementary/Middle,George W. Nebinger School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81207188&permit_ID=6726759,acpi,12/26/19
12/17/20,1/29/21,Penn Treaty School,,Renovation,AN20-001189,Major Removal Project,,Middle/High,Penn Treaty High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82872969&permit_ID=7896389,Classroom Modernization Project,12/21/20
12/18/17,1/12/18,GIRARD ES,,Renovation,AN17-001555,Small Removal Project,,Elementary,Stephen Girard School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77563184&permit_ID=3889843,"GIRARD ES - REM 4 SF OF VAT IN 305 BY CLOSET, REM <1 LF ACPFI IN TEACHERS LOUNGE AT MAIN OFFICE, CAP <1 LF ACPFI IN STAGE, CAP 1 LF ACPFI IN 2ND FLOOR WOMEN'S STAFF RESTROOM, 1 LF ACPFI IN CAFETERIA, 2 LF ACPFI IN AUDITORIUM STAGE, 1 LF ACPFI IN STORAGE ROOM BEHIND BASEMENT FAN ROOM.",12/19/17
12/18/17,1/12/18,HILL FREEDMAN WORLD ACADEMY @ LEEDS MS,,Renovation,AN17-001553,Minor Removal Project,,Middle/High,Hill-Freedman World Academy,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77563022&permit_ID=3889740,"HILL FREEDMAN WORLD ACADEMY @ LEEDS MS - REM 10 LF ACPI ON LEAKING LINE IN AUDITORIUM UNDER STAGE, CAP <1 LF ACPI IN BASEMENT CUSTODIAL STORAGE ACROSS B.E. OFFICE, REM 100 SF OF VAT IN CLASSROOM 119. Cancellation",12/18/17
12/18/17,12/29/17,DUCKREY ES,,Renovation,AN17-001552,Incidental Removal Project,,Elementary/Middle,Tanner G. Duckrey School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77562941&permit_ID=3889695,DUCKREY ES - REM 62 SF OF VAT IN ROOMS 122 & 126.,12/19/17
12/18/17,1/12/18,LUDLOW ES,,Renovation,AN17-001554,Incidental Removal Project,,Elementary/Middle,James R. Ludlow School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77563141&permit_ID=3889817,"LUDLOW ES - CAP 1 LF ACPI IN MENS RESTRROM, 1 LF ACPI IN CLOSET ADJACENT 203, 1 LF ACPI IN ENTRANCE/WAITING AREA FOR COUNSELORS OFFICE, <1 LF ACPFI IN CLOSET ADJACENT 103, 1 LF ACPI IN CLOSET OPPOSITE CUSTODIAL STORAGE ROOM, <1 LF ACPFI IN BOILER ROOM, 1 SF VIBRATION DAMPER CLOTH IN FAN ROOM.",12/19/17
12/18/17,1/12/18,GAMP HS,,Renovation,AN17-001556,Incidental Removal Project,,Middle/High,Girard Academic Music Program,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77563226&permit_ID=3889863,GAMP HS - CAP 1 LF ACPI IN BASEMENT CUSTODIAL STAFF LOUNGE.,12/19/17
12/18/18,3/15/19,SPRUANCE ES,,Renovation,AN18-001505,Minor Removal Project,,Elementary/Middle,Gilbert Spruance School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79011163&permit_ID=4895168,"SPRUANCE ES - REM 45 SF OF TRANSITE STALLS IN 2ND FLR RESTROOM NEAR 215, REM 48 SF OF VAT IN ROOM 9, CAP 1 LF ACPI IN 112, REM ""25 LF ACPI"" & ""REM 6"" SF OF TRANSITE CEILING IN 112 COAT CLOSET, REM 2 LF ACPFI & 2 LF ACPI IN 114S STORAGE, REM 3 LF ACPFI IN 1ST FLOOR GIRLS RESTROOM ACROSS 122, CAP 2 SF OF TRANSITE CEILING IN 124 COAT CLOSET.",12/20/18
12/18/18,1/25/19,B. FRANKLIN ES,,Renovation,AN18-001504,Minor Removal Project,,Elementary/Middle,Benjamin Franklin School,,Approved-ABS,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79010581&permit_ID=4894773,"B. FRANKLIN ES - REM 6 LF ACPFI IN STAIRWELL NEXT TO FAN ROOM, REM 15 LF ACPI IN STAIRWELL NEAR 101, REM 15 LF ACPI IN STAIRWELL NEAR 103, CAP 2 LF ACPI PIPE 1 IN HALL FROM ROOM 1 TO FORMER BOY'S RESTROOM, CAP 1 LF ACPI PIPE 2 IN HALL FROM ROOM 1 TO FORMER BOY'S RESTROOM, REM 1 SF OF PI DEBRIS IN HALL ACROSS ROOM 3.",1/7/19
12/18/18,12/21/18,JS JENKS SCHOOL FOR ARTS AND SCIENCE,,Emergency Renovation,AN18-001503,Minor Removal Project,,Elementary/Middle,Jenks Academy for Arts and Sciences,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79010431&permit_ID=4894666,"JS JENKS SCHOOL FOR ARTS & SCIENCE: REM 15 LF ACPI & <1 SF OF DEBRIS IN RIGHT SIDE STORAGE CLOSET IN CLASSROOM 320, REM 20 LF ACPI & <1 SF OF DEBRIS IN CLASSROOM 212.",12/18/18
12/18/19,1/2/20,William M Meredith Elementary School,,Renovation,AN19-001282,Major Removal Project,,Elementary/Middle,William M. Meredith School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81217675&permit_ID=6756610,"Removal of Pipe insulation & Fittings, VAT",12/23/19
12/18/19,1/12/20,STRAWBERRY MANSION,,Renovation,AN19-001284,Non Friable Removal,,High,Strawberry Mansion High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81217906&permit_ID=6756801,STRAWBERRY MANSION HS - REM 350 SF OF VAT IN CLASSROOM 109A.,12/19/19
12/18/19,1/12/20,JS JENKS ACADEMY FOR ARTS & SCIENCES,,Renovation,AN19-001285,Minor Removal Project,,Elementary/Middle,Jenks Academy for Arts and Sciences,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81217955&permit_ID=6756826,"JS JENKS ACADEMY FOR ARTS & SCIENCES - REM 24 LF ACPI & 1 LF ACPFI IN 201, CAP 4 LF ACPI IN BASEMENT BOY'S SIDE EXIT, REM 5 LF ACPI IN 318.",12/19/19
12/18/20,1/31/21,John F Reynolds School,,Renovation,AN20-001192,Major Removal Project,,Elementary/Middle,General John F. Reynolds School (Closed),,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81727367&permit_ID=7898147,Removal of Pipe Insulation,1/2/21
12/19/17,1/12/18,HILL FREEDMAN WORLD ACADEMY AT LEEDS CAMPUS,,Emergency Renovation,AN17-001565,Major Removal Project,,Middle/High,Hill-Freedman World Academy,,Final Documentation Overd,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77608424&permit_ID=3920301,"Hill Freedman World Academy at Leeds Campus - REM 10 LF ACPI IN AUDITORIUM UNDER STAGE (EMERGENCY PROJECT), CAP <1 LF ACPI IN BASEMENT CUSTODIANS STORAGE, REM 100 SF OF VAT IN CLASSROOM 119, REM 1 LF ACPFI & 1 sf OF DEBRIS IN JANITORS CLOSET, REM 30 LF ACPI & 2 LF ACPFI IN STORAGE ROOM PIPE CHASE BETWEEN GIRLS RR & STAIR #3, CAP <1 LF ACPI IN LEFT & RIGHT CLOSETS IN WEIGHT ROOM.",12/18/17
12/19/17,1/12/18,JS JENKS ACADEMY FOR ARTS AND SCIENCES,,Renovation,AN17-001562,Incidental Removal Project,,Elementary/Middle,Jenks Academy for Arts and Sciences,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77608071&permit_ID=3920084,"JS JENKS ACADEMY FOR ARTS AND SCIENCES - CAP 1 LF APCI IN CLASSROOM 208/209 STORAGE, 1 LF ACPI IN CLASSROOM 102/103 STORAGE, 1 LF ACPI IN LOBBY EXIT TO COURTYARD NEAR GIRLS RESTROOM.",12/20/17
12/19/17,1/12/18,PENNYPACKER ES,,Renovation,AN17-001560,Minor Removal Project,,Elementary/Middle,Samuel Pennypacker School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77608021&permit_ID=3920049,PENNYPACKER ES - REM 10 LF ACPI IN 3RD FLOOR NW FIRE TOWER.,12/20/17
12/19/17,1/12/18,PALUMBO ACADEMY HS,,Renovation,AN17-001558,Minor Removal Project,,High,Academy at Palumbo,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77607980&permit_ID=3920020,"PALUMBO ACADEMY HS - CAP <1 LF ACPFI IN ROOM B14, 2 LF ACPI IN BASEMENT HALL FROM BOILER ROOM TO ROOM B01, 2 LF ACPI IN BASEMENT HALL FROM STAIRS NEXT TO B21 TO CONSTRUCTION OFFICE, 4 LF ACPI IN CLASSROOM 321.",12/20/17
12/19/18,7/31/19,COOK-WISSAHICKON ES,,Renovation,AN18-001514,Small Removal Project,,Elementary/Middle,Cook-Wissahickon School,,Approved-ABS,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79013035&permit_ID=4896185,COOK-WISSAHICKON ES - REM 3 SF OF ROPE AND 3 SF OF PACKING FROM BOILER #2.,12/20/18
12/19/18,1/21/19,LEA ES,,Renovation,AN18-001510,Minor Removal Project,,Elementary/Middle,Henry C. Lea School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79012576&permit_ID=4895858,"LEA ES - REM 10 LF ACPI IN MODULAR- TEACHER ROOM L-2, CAP 1 LF ACPFI IN 1ST FLOOR ELEMENT 2 HALL AT AUDITORIUM, CAP 1 LF ACPFI IN 2ND FLOOR ELEMENT 2 STAIRWELL BY 201, CAP <1 LF ACPFI IN 2ND FLOOR ELEMENT 2 CLASSROOM 201.",12/20/18
12/19/19,12/31/19,CARNELL ES,,Emergency Renovation,AN19-001292,Minor Removal Project,,Elementary,Laura H. Carnell School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81219707&permit_ID=6757977,"CARNELL ES - REM <1 LF ACPFI IN 3RD FLOOR FEMALE STAFF RR 313A, REM 50 SF OF VAT IN JANITOR CLOSET JC3, 6 LF ACPI IN STORAGE ROOM 313C, CAP 1 LF ACPI IN HALL NEAR 112, 2 LF ACPI IN 301, 2 LF ACPI IN 312, REM 6 LF ACPI IN 312 CLOSET 312A, CAP 1 LF ACPI IN HALL H312 BETWEEN 308-312, REM 6 LF ACPI IN 108.",12/19/19
12/19/19,12/23/19,KING HS,,Renovation,AN19-001290,Incidental Removal Project,,High,Martin Luther King High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81219668&permit_ID=6757943,KING HS - REM 1 LF ACPFI IN HALLWAY 223 OUTSIDE GYMNASIUM A&B.,12/20/19
12/19/19,12/20/19,F.S. EDMONDS,,Emergency Renovation,AN19-001291,Minor Removal Project,,Elementary/Middle,Franklin S. Edmonds School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81219681&permit_ID=6757956,F.S. EDMONDS ES - REM 8 LF ACPI IN CAFETERIA NEXT TO KITCHEN.,12/19/19
12/20/16,1/6/17,LOESCHE ES,,Renovation,AN16-001780,Incidental Removal Project,,Elementary,William H. Loesche School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76760094&permit_ID=3428366,LOESCHE ES - REM 8 SF OF VAT IN ROOM B-6.,12/21/16
12/20/16,1/6/17,POLLOCK ES,,Renovation,AN16-001779,Incidental Removal Project,,Elementary,Robert B. Pollock School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76760080&permit_ID=3428357,POLLOCK ES - REM 12 SF OF VAT IN LUNCHROOM.,12/21/16
12/20/16,1/6/17,SPRUANCE ES,,Renovation,AN16-001776,Incidental Removal Project,,Elementary/Middle,Gilbert Spruance School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76760044&permit_ID=3428332,"SPRUANCE ES - REM 60 SF OF VAT IN AUDITORUM EXTERIOR DOOR #2 - RIGHT SIDE, 40 SF VAT IN AUDITORIUM BY EXIT B, 40 SF VAT IN HALLWAY OUTSIDE BOY'S ROOM 117C, 20 SF VAT IN HALLWAY OUTSIDE GIRLS ROOM 117C.",12/21/16
12/20/17,1/26/18,RICHMOND ES,,Renovation,AN17-001572,Minor Removal Project,,Elementary,Richmond School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77610376&permit_ID=3921408,"RICHMOND ES - CAP 2 LF ACPI IN 2ND FLOOR PIPE SHAFT NEXT TO ROOM 205, REM 5 LF ACPI IN ROOM 107 & BATHROOM, cap 1 LF ACPI IN BASEMENT FAN ROOM, 1 LF ACPI IN BASEMENT STORAGE CLOSET, 2 LF ACPI IN BASEMENT CUSTODIAL STORAGE, 3 LF ACPI IN ROOM 203, REM 1 SF OF BOILER DOOR GASKET IN BOILER ROOM.",12/21/17
12/20/17,1/19/18,SAUL HS,,Renovation,AN17-001568,Minor Removal Project,,High,Walter B. Saul High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77609914&permit_ID=3921072,"SAUL HS - REM 3 LF ACPIF IN CLASSROOM 21A, 1 LF ACPFI IN NEW WING LOBBY, <1 LF ACPFI IN COW STALLS, <1 LF ACPFI IN COW BARN PUMP ROOM, 500 SF OF VAT & MASTIC IN GYM BUILDING FORMER OFFICE, 500 SF OF VAT & MASTIC IN GYM BUILDING HALLWAY, <1 LF ACPFI IN COW BARN HALLWAY OUTSIDE PUMP ROOM PIPECHASE, 170 SF OF TRANSITE TABLE TOPS IN CLASSROOM 26A.",12/21/17
12/20/18,12/31/18,RICHMOND ES,,Renovation,AN18-001517,Small Removal Project,,Elementary,Richmond School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79014233&permit_ID=4896839,RICHMOND ES - REM 2 LF ACPFI IN ROOM A-2 AT CEILING.,12/21/18
12/20/19,12/30/19,Franklin Learning Center,,Renovation,AN19-001296,Major Removal Project,,High,Franklin Learning Center,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81221456&permit_ID=6758907,acpi and seam caulk,12/21/19
12/20/19,3/1/20,CW Henry ES,,Renovation,AN19-001297,Major Removal Project,,Elementary/Middle,Charles W. Henry School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81221606&permit_ID=6759025,"CW HENRY ES - REM 25 LF ACPFI IN ART CLASSROOM B4 CLOSET, 15 SF OF GLUE DOTS IN B5, 2 SF OF GLUE DOTS IN BASEMENT PROP ROOM, 15 SF OF GLUE DOTS IN 214, 10 SF OF VAT IN PORTABLE ROOM 112, 12 SF OF VAT IN PORTABLE ROOM 112 CLOSET, CAP 1 LF ACPI IN 113 OFFICE BY STAIR 104, REM 80 SF of transite in Room 214, REM 7 LF ACPI/ACPFI in Gym, REM 60 LF ACPI IN CRAWLSPACE, REM 12 LF ACPI & <1 LF ACPFI IN AUDITORIUM STAGE, CAP <1 LF ACPI IN BOILER ROOM ENTRANCE, REM 1 LF ACPFI IN ENTRANCE FOYER AT GREEN STRE",12/21/19
12/21/16,5/5/17,FRANKFORD HS,,Renovation,AN16-001786,Incidental Removal Project,,High,Frankford High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76761400&permit_ID=3428910,"FRANKFORD HS - REM 25 SF OF VAT IN NEW WING 3RD FLOOR CLOSET NEXT TO ELEVATOR, 9 SF OF VAT IN CAFETERIA C, 9 SF OF VAT IN CAFETERIA A, AND 18 SF OF VAT IN ROOM 134.",12/22/16
12/21/16,6/30/17,ROXBOROUGH HS & FIELD HOUSE,,Renovation,AN16-001788,Major Removal Project,,High,Roxborough High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76761572&permit_ID=3429021,"ROXBOROUGH HS & FIELD HOUSE - REM 10 SF VDC & CAP 2 LF ACPI IN FAN ROOM 2, REM <1 LF ACPFI & 4 LF ACPI IN CLASSROOM 133 CEILING/PIPECHASE CLOSET, REM 6 LF ACPI & 2 LF ACPFI IN FAN ROOM 1, CAP 6 LF ACPI IN HALL BETWEEN FAN ROOM 1 & 3, CAP 2 LF ACPI IN FAN ROOM 3, REM 4 LF ACPI IN LARGE STORAGE AREA NEXT TO BOILER, REM 6 LF ACPI IN HALLWAY (PLENUM AREA) UNDER AUDITORIUM, REM 12 SF CEILING TILE IN STAFF LOUNGE 114,""CAP <1 LF ACPFI in BE Office Restroom, REM 13 LF ACPFI & 25 SF of Debris in Boy's Lo",12/22/16
12/21/16,1/6/17,BLANKENBURG ES,,Emergency Renovation,AN16-001784,Minor Removal Project,,Elementary/Middle,Rudolph Blankenburg School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76760671&permit_ID=3428651,"BLANKENBURG ES - REM 20 LF ACPI IN 2ND FLOOR CLASSROOM 8 CLOSET, CAP 2 LF ACPI IN CLASSROOM 14, REM 15 LF ACPI IN CLASSROOM 212.",12/21/16
12/21/16,1/6/17,OVERBROOK HS,,Renovation,AN16-001787,Incidental Removal Project,,High,Overbrook High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76761441&permit_ID=3428942,"OVERBROOK HS - CAP 2 LF ACPI IN CLASSROOM 321, 1 LF ACPI IN CLASSROOM 320, 1 LF ACPI & <1 LF ACPIF IN FAN ROOM BLOWER ROOM, 3 LF ACPI & 1 LF ACPFI IN OLD BOY'S LARGE LOCKER ROOM, <1 LF ACPFI IN OLD BOY'S SMALL UPPER LOCKER ROOM, 1 LF ACPI IN OLD BOY'S LARGE LOCKER ROOM RESTROOM, 1 LF ACPI IN OLD GIRL'S LARGE LOCKER ROOM, 1 LF ACPFI IN OLD GIRL'S SMALL UPPER LOCKER ROOM, 1 LF ACPI IN PIPE SHAFT OUTSIDE CLASSROOM 305 & 2 LF ACPI IN PIPE SHAFT IN HALLWAY OUTSIDE CLASSROOM 419.",12/22/16
12/21/17,1/26/18,LEVERING ES / AMY NW HS,,Renovation,AN17-001573,Minor Removal Project,,Middle,Academy for the Middle Years at Northwest,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77610745&permit_ID=3921569,"Levering ES / AMY NW HS - CAP 2 LF ACPI IN 207, REM 8 SF OF BOILER INSULATION IN BOILER ROOM, CAP 1 LF ACPI & 1 LF ACPFI IN 2ND FLOOR HALL OUTSIDE 203, 1 LF ACPI IN 306, 2 LF ACPI IN 207, 1 LF ACPI IN 207 CLOSET, 1 LF ACPFI IN 1ST FLOR HALL OUTSIDE AUDITORIUM, <1 LF ACPFI IN FAN ROOM, 2 LF ACPFI IN BASEMENT HALLWAY, REM 8 LF ACPI & 1 LF ACPFI IN BOILER ROOM.",12/22/17
12/21/17,1/26/18,LOGAN ES,,Renovation,AN17-001576,Minor Removal Project,,Elementary,James Logan School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77610907&permit_ID=3921710,"LOGAN ES - REM <1 LF & 1 LF ACPI IN GYMNASIUM, CAP 2 LF ACPI IN CAFE 2, REM <1 SF OF RADIATOR INSULATION IN AUDITORIUM, CAP <1 LF ACPFI IN 205 CLOSET, 1 LF ACPI IN TEACHERS LOUNGE 204, <1 LF ACPI IN OFFICE 201A, 2 LF ACPI IN 305, <1 LF ACPI IN 301 CLOSE, REM 10 LF ACPI IN 309, CAP 1 LF ACPI IN WOMEN'S RR 100, REM <1 LF ACPFI IN 1ST FLOOR BOY;S RR, <1 LF ACPFI IN NURSES OFFICE, 6 LF ACPI IN TEACHERS LOUNGE ADJACENT 301.",1/2/18
12/21/17,1/26/18,HARDING MS,,Renovation,AN17-001574,Incidental Removal Project,,Middle,Warren G. Harding School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77610778&permit_ID=3921602,HARDING MS - CAP <1 LF ACPI IN GIRL CAFETERIA FOOD COUNTER AREA AND <1 LF ACPI IN ROOM 111.,12/22/17
12/21/18,12/31/18,ROOSEVELT MS,,Renovation,AN18-001522,Minor Removal Project,,Elementary/Middle,Theodore Roosevelt School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79016579&permit_ID=4898252,ROOSEVELT MS - REM 36 LF ACPI IN CAFETERIA CLOSEST TO WASHINGTON LANE.,12/22/18
